rm;titulo;id_projeto;projeto;tipo_rm;is_backlog
19537;VERIFICAR CASOS DE CARTA DE CONEXÃO DE ESGOTO QUE FORAM ENCERRADAS COMO SERVIÇO NAO EXECUTADO;17;GSAN;Corretiva;0
19538;Query de extratos e parcelamentos Janeiro 2017 a Janeiro 2018;17;GSAN;Atendimento;0
19539;Solicitação de acesso;3;Alpha;Atendimento;0
19540;Excluir tarifa;17;GSAN;Atendimento;0
19541;SOLICITAÇÃO DE ACESSO AO ALPHA;3;Alpha;Atendimento;0
19542;Levantamento de Imóveis;17;GSAN;Atendimento;0
19543;Alteração na nomenclatura de MEIO DE SOLICITAÇÃO e UNIDADE DE ABERTURA;17;GSAN;Atendimento;0
19544;Ausência de Dados Comerciais;20;SIM;Correções;0
19545;ACESSO AO PARÂMETRO DE SISTEMA DO GSAN "AM_REFERENCIA_BOLETIM_MEDICAO_GMR";17;GSAN;Atendimento;0
19546;FATURAS EM REVISÃO - DATA DE ENTRADA E RETIRADA;17;GSAN;Atendimento;0
19547;[PREMISSAS] Atualização Bases;38;BI Desenvolvimento;Atendimento;0
19548;NOTA FISCAL - LANÇAMENTO - MENSAGEM DE ERRO - SITE 701;3;Alpha;Atendimento;0
19549;EMPREGADOS DEMITIDOS - REATIVADOS;28;SIC - Sist. Integrados Compesa;Correções;0
19550;Incluir Opções ao Demitir Colaborador;28;SIC - Sist. Integrados Compesa;Atendimento;0
19551;Imóveis de Mário Gouveia com aviso de corte;17;GSAN;Atendimento;0
19552;GERAR DADOS PARA LEITURA GRUPO 2;17;GSAN;Atendimento;0
19554;[COMERCIAL] Verificar possibilidade de inserir o campo Volume Medido na seção Valores de Medição do BI Analítico (nível de matrícula);38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19555;LEVANTAR OS CASOS DE CARTA DE CONEXÃO DE ESGOTO QUE FORAM ENCERRADAS COMO SERVIÇO NAO EXECUTADO POR PROBLEMA NO SISTEMA;17;GSAN;Atendimento;0
19556;Suporte a usuário GCR;3;Alpha;Atendimento;0
19557;Implantação da norma de retificação de faturas no sistema;17;GSAN;Evolutiva;0
19559;Atendimento a usuáruo_Módulo de Contratos;3;Alpha;Atendimento;0
19560;RD 12/2016;17;GSAN;Atendimento;0
19561;ADEQUAÇÃO DAS DATAS DE VENCIMENTO GERADAS AUTOMATICAMENTE PELO SISTEMA;17;GSAN;Evolutiva;0
19562;admin/solution - alteração de senha;3;Alpha;Atendimento;0
19563;admin/solution - alteração de senha;3;Alpha;Atendimento;0
19564;regra de medição individualizada (ISC);17;GSAN;Evolutiva;0
19565;RETIRAR CODIGO 43 - 2336731;17;GSAN;Atendimento;0
19566;SIG - VOLUME OPERACIONAL - BALANÇO HÍDRICO - ligações - ref Atendimento #15792;61;SIG - Sistema Informações Gerenciais;Correções;0
19567;Desbloqueio de acesso.;17;GSAN;Atendimento;0
19568;Perfil - Alpha;3;Alpha;Atendimento;0
19569;UC1756 – Mover Imóveis Negociados para Lote Performance;17;GSAN;Desenvolvimento;0
19570;Atendimento a usuáruo_Módulo de Contratos;3;Alpha;Atendimento;0
19571;UC1731 – Inserir Carteira  e UC1733 – Manter Carteira;17;GSAN;Desenvolvimento;0
19572;UC1725 – Gerar Carteira Boletim de Medição;17;GSAN;Desenvolvimento;0
19573;UC1757 - Cadastrar Base de Referência Contrato de Performance;17;GSAN;Desenvolvimento;0
19575;[TESTES] UCXXXX - Gerar Carteira Acompanhamento Faturamento;17;GSAN;Desenvolvimento;0
19576;[TESTES] UCXXXX - Gerar Carteira Acompanhamento Arrecadacao;17;GSAN;Desenvolvimento;0
19577;[TESTES] UCXXXX - Gerar Carteira Acompanhamento Atendimento;17;GSAN;Desenvolvimento;0
19578;Projeto - Controle de compras de materiais de obras dentro do projeto - orçamento de investimento;3;Alpha;Atendimento;0
19579;TRAVEL - Alterar o autorizador do ID 186907;3;Alpha;Atendimento;0
19580;Atendimento a usuáruo_Módulo de Contratos;3;Alpha;Atendimento;0
19581;Verificar matrículas que estão na inconsistência, aparentemente de forma indevida;17;GSAN;Atendimento;0
19583;SOLICITAÇÃO DE ACESSO AO ALPHA;3;Alpha;Atendimento;0
19584;Solicitação e autorização de senha ALPHA;3;Alpha;Atendimento;0
19585;FATURAS EM REVISÃO - INCLUSÃO DE INFORMAÇÕES;17;GSAN;Atendimento;0
19586;Atualização de query - faturamento e arrecadação água e esgoto (referência REDMINE #18839);17;GSAN;Atendimento;0
19587;Melhorias Módulo GGR;13;JUSCOMPESA;Atendimento;0
19588;Correção do relatório dos orçamentos emitidos através do Navegador Quick Report.;3;Alpha;Atendimento;0
19589;Atualizar planilha;39;GABI;Atendimento;0
19590;RD 12/2016;17;GSAN;Atendimento;0
19591;Inconsistência na trava de limite orçamentário;3;Alpha;Atendimento;0
19592;Solicitação de query para geração de BM - CT.PS. 17.3.222/Contrato de Performance de Petrolina;17;GSAN;Atendimento;0
19593;Serviços sem permissão de inserção para equipes de campo no aplicativo Gsan Mobile;17;GSAN;Atendimento;0
19594;Travar no GSAN a opção de edição do PERCENTUAL DE COLETA por matrícula (perfil da ligação);17;GSAN;Corretiva;0
19595;Verificar diferença;17;GSAN;Corretiva;0
19596;Projeto travel fundo fixo;3;Alpha;Atendimento;0
19597;Empenhos;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19598;Relatório Fundo-fixo TRAVEL;3;Alpha;Atendimento;0
19599;Inserir a opção de consultar NF's Pessoa Física e Juridica;3;Alpha;Atendimento;0
19600;Boletim Condomínios -  Água da Compesa -;17;GSAN;Evolutiva;0
19601;Alterar 500 matrículas factíveis de água para a situação correta que é ligado;17;GSAN;Atendimento;0
19602;CRIAÇÃO DE LOGIN DE ACESSO AO ALPHA;3;Alpha;Atendimento;0
19603;Preenchimento de Planilha anexa;17;GSAN;Atendimento;0
19604;ALTERAÇÕES NO RELATÓRIO DE COMUNICADOS DO SIC;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19605;ADICIONAR CAMPOS NO RELATÓRIO CONSULTA OS CCO;3;Alpha;Atendimento;0
19606;Lançamento Automático de descontos nas Contas de ICMS;17;GSAN;Evolutiva;0
19607;MENSAGEM DE ERRO - Recebimento de guia de trânsito;3;Alpha;Atendimento;0
19608;Problema com mês de referência da planilha IPMA;17;GSAN;Atendimento;0
19609;RD 12/2016;17;GSAN;Atendimento;0
19610;Avisos Válidos;17;GSAN;Atendimento;0
19611;Alteração Na Base Prefeituras;17;GSAN;Atendimento;0
19612;Redmine alteração relatório Quick Report;3;Alpha;Atendimento;0
19613;SIC COMUNICADO - RELATÓRIO SNIS;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19614;Retirar contagem do número de visitas dos imóveis;17;GSAN;Evolutiva;0
19615;Alteração de perfil -;3;Alpha;Atendimento;0
19616;DIFERENÇA DO FATURAMENTO DE ESGOTO QUERY X GSAN FAT 01-18;17;GSAN;Atendimento;0
19617;Criar funcionários para os terceirizados;3;Alpha;Atendimento;0
19618;Atualizar Planilha Relação matricula celula anormalidade... Elaborada por Souza;17;GSAN;Atendimento;0
19619;ALPHA 9 - reunião mensal projeto ALPHA9;3;Alpha;Atendimento;0
19620;Erro no Virtual II - quantidade de imóveis pendentes de análise;17;GSAN;Atendimento;0
19621;Desenvolvimento inicial do sistema;75;Audic;Evoluções e Novos Projetos;0
19622;Acesso carteira Varejo e Condominios;17;GSAN;Atendimento;0
19623;Vincular Chave de Acesso ao IDNF;3;Alpha;Atendimento;0
19624;Data de Vigência Tarifa AGUA TRATADA 20 POR CENTO;17;GSAN;Atendimento;0
19625;Lembrete AutoLeitura;43;Compesa Mobile;Evoluções e Novos Projetos;0
19626;Inclusão de tipos de serviços no encerramento da OS - Boletim de medição;17;GSAN;Evolutiva;0
19627;Inclusão do tipo de consulta no site Compesa;17;GSAN;Evolutiva;0
19628;Petaso - Configuração de e-mail do sistema;57;ITC ;Evoluções e Novos Projetos;0
19629;Sistema GABI;39;GABI;Atendimento;0
19630;correção de  matrícula de empregado;17;GSAN;Atendimento;0
19631;erro autorizar acesso;17;GSAN;Atendimento;0
19632;agregar grupo ao login;17;GSAN;Atendimento;0
19633;Vincular Chave de Acesso ao IDNF;3;Alpha;Atendimento;0
19634;PROBLEMA EM VINCULAR ATIVIDADE;3;Alpha;Atendimento;0
19635;Imagens na agência virtual;17;GSAN;Corretiva;0
19636;RD 12/2016;17;GSAN;Atendimento;0
19637;RETIRAR CODIGO 43 - 54659156;17;GSAN;Atendimento;0
19638;Criar Queries Retificações e Cancelamentos;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19639;RETIRAR DO CODIGO 42 IMOVEIS COM FATURAMENTO DE AGUA E ESGOTO (poço medido);17;GSAN;Evolutiva;0
19640;Retirar Radar Pessoal da Agência Virtual;17;GSAN;Corretiva;0
19641;Rotas alternativas não aparecem no roteiro;17;GSAN;Atendimento;0
19642;O Objeto Parâm Num Nota Fiscal não existe.;3;Alpha;Atendimento;0
19643;Reunião sobre rateio nas cidades;3;Alpha;Atendimento;0
19644;Problema com mês de referência da planilha IRSE;17;GSAN;Atendimento;0
19645;composição contas a receber de janeiro de 2018;17;GSAN;Atendimento;0
19646;Fatura do mês de Clientes que não pagam a 12 meses;17;GSAN;Atendimento;0
19647;Acesso ao ALPHA;3;Alpha;Atendimento;0
19648;GERAÇÃO DE QUERY, ATENDENDO AO ACORDO DE COOPERAÇÃO TÉCNICA COM A PCR (Nº 1501.01.2018);17;GSAN;Atendimento;0
19649;Parcelamentos realizados em 2016;17;GSAN;Atendimento;0
19650;Relatório para acompanhamento de OSs do CCO;3;Alpha;Atendimento;0
19651;RETIRAR CODIGO 42 - 57725664;17;GSAN;Atendimento;0
19652;Recuperar banco S-560 de Prazeres;17;GSAN;Atendimento;0
19653;Criar login no ALPHA;3;Alpha;Atendimento;0
19654;AJUSTES NA CRIAÇÃO DO PEDIDO DE MANUTENÇÃO;3;Alpha;Atendimento;0
19655;Imóvel com Ocorrência e Dados do Cliente repetidos nas Localidades Prazeres e Escada;17;GSAN;Atendimento;0
19656;Informar caminho para inserir/atualizar o resultado do teste de cloro;17;GSAN;Atendimento;0
19657;Análise gráfica do módulo BM (SIG);61;SIG - Sistema Informações Gerenciais;Atendimento;0
19658;RETIRAR CODIGO 43 - 103370870, 104531487 e 103396756;17;GSAN;Atendimento;0
19659;Comando BRK;17;GSAN;Atendimento;0
19660;Query para extração de volume consumido (Novo balanço hídrico) contrato Olinda;17;GSAN;Atendimento;0
19661;Processo 208 - EMITIR DEC. QUITACAO ANUAL DEBITOS: Duplicidade;17;GSAN;Atendimento;0
19662;Pendência Matrículas BRK;17;GSAN;Atendimento;0
19663;LEVANTAMENTO DOS SERVIÇOS EXECUTADOS PELA ENORSUL;17;GSAN;Atendimento;0
19664;Duvidas sobre titulos;3;Alpha;Atendimento;0
19665;Criação de novo campo para salvar a informação de Volume Consumido (Balanço Hídrico);17;GSAN;Evolutiva;0
19666;Query TC. Auditoria Externa;17;GSAN;Atendimento;0
19667;Solicitação de Acesso;17;GSAN;Atendimento;0
19668;Problema na parte de análise por localização no GTL MAPA;38;BI Desenvolvimento;Atendimento;0
19669;Query de extratos e parcelamentos Jan-Fev/2018;17;GSAN;Atendimento;0
19670;criar funcionário no ALPHA;3;Alpha;Atendimento;0
19671;criar funcionário para as prestadoras;3;Alpha;Atendimento;0
19672;Ajustes no portal de transparência;64;SCL- Sistema Controle Licitações;Evoluções e Novos Projetos;0
19673;resetar senha;3;Alpha;Atendimento;0
19674;Informações adicionais na planilha de clientes avisados sobre corte;17;GSAN;Atendimento;0
19675;resetar senha;3;Alpha;Atendimento;0
19676;Solicitação de query - composição da arrecadação de esgoto;17;GSAN;Atendimento;0
19677;Usuário sem condeguir acessar o GED;3;Alpha;Atendimento;0
19678;Clientes com Esgoto Fixo sem Hidrometro de Poço;17;GSAN;Atendimento;0
19679;NOVO USUÁRIO DO ALPHA;3;Alpha;Atendimento;0
19680;RETIRAR CODIGO 43 - 103292306, 14611983 e 14646752;17;GSAN;Atendimento;0
19681;RETIRAR CODIGO 42 - 12601611;17;GSAN;Atendimento;0
19682;Erro ao inserir documento no espelho de contrato;28;SIC - Sist. Integrados Compesa;Correções;0
19683;Processo 275 - RETIRAR IMOVEIS CONTAS EMPRESAS COBRANCA;17;GSAN;Atendimento;0
19684;Remover arquivos binários do banco de dados;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19685;RETIRAR CODIGO 42 - 54168772;17;GSAN;Atendimento;0
19686;O valor do aviso do dia 19/02/2018, não batem com arrecadação diária.;17;GSAN;Atendimento;0
19687;Adicionar a deleção dos registros já gerados do processo 6 no step 1;17;GSAN;Atendimento;0
19688;PROJETO - Controla o orçamento de compra de materiais nos projetos de obras;3;Alpha;Atendimento;0
19689;Atualização do GCOM OLAP;17;GSAN;Evolutiva;0
19690;Erro para alterar situação de esgoto;17;GSAN;Atendimento;0
19691;6 - GERAR DOCUMENTO DE COBRANCA - EVENTUAL (CORTE FISICO EVENTUAL);17;GSAN;Atendimento;0
19692;Alteração GSAN AC - Imóvel Novo;17;GSAN;Evolutiva;0
19693;APURAR TELEC. FEV.18;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19694;admin/solution - alteração de senha;3;Alpha;Atendimento;0
19698;Criação do Código Alpha;67;Gerencial GSC;Atendimento;0
19700;Query das GNMs;17;GSAN;Atendimento;0
19702;Solicitação de query - Cobrança de Tarifa de Cortado;17;GSAN;Atendimento;0
19706;admin/solution - alteraçao de perfil;3;Alpha;Atendimento;0
19707;Liberar acesso;3;Alpha;Atendimento;0
19708;CANCELAMENTO DE FATURA 12/2017 PARCELADA OFICIALMENTE - Imovel 56085050;17;GSAN;Atendimento;0
19709;Agendamento;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19710;Agendamento - Ordem de Compra Não Encontrada;28;SIC - Sist. Integrados Compesa;Correções;0
19711;Restruturação dos relatórios de orçamento de obras;3;Alpha;Atendimento;0
19712;Alteração na PUR_ORDER_APPROVAL_UTIL_API;3;Alpha;Atendimento;0
19713;Exportar csv com informações das matrículas selecionadas para a fiscalização;17;GSAN;Evolutiva;0
19714;Inclusão query redmine 19638;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19715;Vincular matrículas macros às matrículas micros;17;GSAN;Atendimento;0
19717;Controle de Normas - Etapa 3;72;Controle de Normas;Evoluções e Novos Projetos;0
19718;Levantamento de todos os itens Comprados pela Companhia;64;SCL- Sistema Controle Licitações;Atendimento;0
19719;Alteração na Aba aviso de celebrar contrato;64;SCL- Sistema Controle Licitações;Atendimento;0
19720;Definir Processo ALPHA;3;Alpha;Atendimento;0
19721;GMM - relatório de custo por OS;3;Alpha;Atendimento;0
19722;GERAR DADOS PARA LEITURA - GRUPO 13;17;GSAN;Atendimento;0
19723;Ajustes no GSAN Versão: 13.02.3 - incluída em 07-03-2018;17;GSAN;Corretiva;0
19724;[Ouvidoria] Participação em treinamento de ferramenta;57;ITC ;Atendimento;0
19725;[PREMISSAS] Cancelamentos;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19726;[PREMISSAS] Cancelamentos;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19727;Resetar senha;3;Alpha;Atendimento;0
19728;Usuário sem conseguir;3;Alpha;Atendimento;0
19729;Controle de Investimento;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19730;BASE ATIVA DO BVS;17;GSAN;Atendimento;0
19731;Inclusão de subação;28;SIC - Sist. Integrados Compesa;Atendimento;0
19732;Necessidade de Divulgar Resultados das Licitações;64;SCL- Sistema Controle Licitações;Atendimento;0
19733;INSERIR UNIDADE 1000 e  9894 NA PLANILHA REGISTRO ATENDIMENTO COMERCIAL PENDENTE;17;GSAN;Atendimento;0
19734;Processo 58 -  DESFAZER PARCELAMENTO ENTRADA NAO PAGA;17;GSAN;Atendimento;0
19735;base ativa do spc;17;GSAN;Atendimento;0
19736;Base Ativa do BVS;17;GSAN;Atendimento;0
19737;Ajustar perfil;3;Alpha;Atendimento;0
19738;Processo 61 - ENCERRAR ARRECADACAO PARTE 1;17;GSAN;Atendimento;0
19739;Retirar cód. 42 da matrícula 53817297;17;GSAN;Atendimento;0
19740;Servidor de Aplicação GSAN ONLINE;17;GSAN;Atendimento;0
19741;Ajuste Relatório Municipios;20;SIM;Correções;0
19742;COMUNICADO DE MANUTENÇÃO ARPE 396/2018;28;SIC - Sist. Integrados Compesa;Atendimento;0
19743;PERMISSÕES DE ACESSO RELATIVAS AO CONSORCIO TECNOÁGUA ATIVO - Petrolina;17;GSAN;Atendimento;0
19744;RD 12/2016;17;GSAN;Atendimento;0
19745;admin/solution - alteração e ativação de login;3;Alpha;Atendimento;0
19746;Ajustar perfil;3;Alpha;Atendimento;0
19747;Alterar cliente;17;GSAN;Atendimento;0
19748;criar usuário no alpha;3;Alpha;Atendimento;0
19749;Solicitação de acesso;17;GSAN;Atendimento;0
19750;Acesso usuários;17;GSAN;Atendimento;0
19751;Query de Extratos de 2016;17;GSAN;Atendimento;0
19752;CRIAÇÃO DE ACESSO AO ALPHA;3;Alpha;Atendimento;0
19753;PARAMETRIZAÇÃO CONVENIO - MUNICIPIO PETROLINA;17;GSAN;Evolutiva;0
19754;Acesso carteira Varejo - GNM Sul;17;GSAN;Atendimento;0
19755;Alteração de OS;17;GSAN;Atendimento;0
19756;REG AUTOMATICAMENTE MOV ARRECADADORES;17;GSAN;Atendimento;0
19757;Reset de senha;3;Alpha;Atendimento;0
19758;Reset de senha Alpha;3;Alpha;Atendimento;0
19759;VISUALIZAÇÃO DE MATERIAL NO ESTOQUE;3;Alpha;Atendimento;0
19760;Analisar o valor de custodo Complemento da customização para criação de revisão do PA;3;Alpha;Atendimento;0
19761;Campo Informações Relevantes;20;SIM;Atendimento;0
19762;GERAR DADOS DIARIOS ARRECADACAO;17;GSAN;Atendimento;0
19763;Criar ID funcionario;3;Alpha;Atendimento;0
19764;Arquivo SPC/SERASA;17;GSAN;Atendimento;0
19765;Verifica Débito a cobrar e Devolução de duplicidade;17;GSAN;Atendimento;0
19766;Débito automático;17;GSAN;Atendimento;0
19767;fatura no parcelamento;17;GSAN;Atendimento;0
19768;reunião com a 2Easy (Tania);3;Alpha;Atendimento;0
19769;Questionamento TC.;17;GSAN;Atendimento;0
19770;Solicitação de uma base de dados mensal set2017 a fev2018;38;BI Desenvolvimento;Atendimento;0
19771;Erro Validar Serviço Executado - não seleciona correto o codigo de medição do contrato de obra - ID contrato = 8;17;GSAN;Corretiva;0
19774;Processo 341 - PROCESSOS PARA EXECUCAO DIARIA;17;GSAN;Corretiva;0
19777;RETIRAR CODIGO 42 - 57935391;17;GSAN;Atendimento;0
19778;Criação de Campo em Relatório;20;SIM;Evoluções e Novos Projetos;0
19779;Query Indicadores do Contrato de Varejo;17;GSAN;Atendimento;0
19780;ACEITAR A LEITURA QUANDO O HID. FOR SUBSTITUIDO COM LEITURA (ISC);17;GSAN;Evolutiva;0
19781;Solicitação de Query IAA e IAE;17;GSAN;Atendimento;0
19782;Pesquisa no sistema GABI;39;GABI;Atendimento;0
19783;Exportar para excel  no sistema GABI;39;GABI;Atendimento;0
19784;Não tramitar O.S de imóvel em situação de cobrança “CARTEIRA VAREJO” e situação de água FACTÍVEL para unidade das empresas terceirizadas do contrato da GMR;17;GSAN;Evolutiva;0
19785;Faturamento Categoria;39;GABI;Atendimento;0
19786;Desbloqueio de acesso.;17;GSAN;Atendimento;0
19787;composição contas a receber de fevereiro de 2018;17;GSAN;Atendimento;0
19788;Erro relatório de Empréstimo;28;SIC - Sist. Integrados Compesa;Correções;0
19789;admin/solution - alteração de senha;3;Alpha;Atendimento;0
19790;admin/solution - alteração de senha;3;Alpha;Atendimento;0
19791;Retirar cód. 42;17;GSAN;Atendimento;0
19792;RETIRAR DA SUSPENSÃO AUTOMÁTICA OS IMOVEIS CADASTRADOS NA CATEGORIA PÚBLICO;17;GSAN;Evolutiva;0
19793;PLANILHAS PARA GERAR O BOLETIM DE MEDIÇÃO;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19794;Query - Debito Estado até 01/2018.;17;GSAN;Atendimento;0
19795;Verificar a baixa das guias de pagamento no contrato de parcelamento.;17;GSAN;Corretiva;0
19796;Premissas do faturamento;39;GABI;Atendimento;0
19797;[COMERCIAL] Verificar possibilidade de inserir os campos Data de Corte, Motivo do Corte e Data da Religação no BI Analítico como Complementos de Cadastro.;38;BI Desenvolvimento;Atendimento;0
19798;Ajuste de consulta para melhoria de performance;17;GSAN;Corretiva;0
19799;Criar Senha do Alpha;3;Alpha;Atendimento;0
19800;Alterar conta movimento;3;Alpha;Atendimento;0
19801;Quantitativo de usuários com acesso a retificações;17;GSAN;Atendimento;0
19802;Matricula 25739639 - Verificar Anormalidade Consumo Fora de Faixa;17;GSAN;Atendimento;0
19804;Processo 282 concluiu com erro;17;GSAN;Atendimento;0
19805;Complemento de relatório em planilha;17;GSAN;Atendimento;0
19806;Arquivo retorno déb.aut. com valor baixo ou sem valor.;17;GSAN;Evolutiva;0
19807;Acesso ao ALFA;3;Alpha;Atendimento;0
19808;Implantação do Novo Resumo do Faturamento;17;GSAN;Evolutiva;0
19809;CRIAÇÃO DO LOGIN E SENHA ALPHA;3;Alpha;Atendimento;0
19813;Levantamento de Imóveis para conferência.;17;GSAN;Atendimento;0
19814;RETIRAR CODIGO 42 DE TODAS AS MATRICULAS DOS SETORES ESPECIFICADOS NA DESCRIÇÃO;17;GSAN;Atendimento;0
19815;BASE ATIVA DO SERASA;17;GSAN;Atendimento;0
19816;Desbloqueio de acesso.;17;GSAN;Atendimento;0
19817;RETIRAR CODIGO 43 DE TODAS AS MATRICULAS;17;GSAN;Atendimento;0
19818;GERAÇÃO DE RA/OS DE RELIGAÇÃO PARA OS IMOVEIS CORTADOS QUE APRESENTAM CONSUMO;17;GSAN;Evolutiva;0
19819;RD 12/2016;17;GSAN;Atendimento;0
19820;Ajuste de consulta para melhoria de performance;17;GSAN;Corretiva;0
19821;ORDEM DE COMPRA RETROATIVA;3;Alpha;Atendimento;0
19822;[COMERCIAL] Especificações de RAs;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19826;CONDIÇÃO DE PAGAMENTO X BM;3;Alpha;Atendimento;0
19844;QUERY PARA ESTUDO A SER SUBMETIDO A ARPE;17;GSAN;Atendimento;0
19845;[SAT] Atualização;38;BI Desenvolvimento;Atendimento;0
19846;acompanhamento de cancelamentos e retificacoes;17;GSAN;Evolutiva;0
19860;CONDIÇÃO PAGAMENTO X MEDIÇÃO X OC RETROATIVA X BOLETIM DE MEDIÇAO;3;Alpha;Atendimento;0
19866;QUERYS GEV DE FEVEREIRO DE 2018;17;GSAN;Atendimento;0
19871;FATURAR GRUPO FATURAMENTO;17;GSAN;Atendimento;0
19872;AUTOMATIZAR O PROCESSO DE ALTERAÇÃO DO PERFIL DO CLIENTE QUE ULTRAPASSAR A MÉDIA DE CONSUMO ESTABELECIDA PARA O PERFIL;17;GSAN;Evolutiva;0
19873;AUTOMATIZAR O PROCESSO DE EXCLUSÃO DO BENEFÍCIO DA TARIFA SOCIAL, RESPEITANDO OS CRITÉRIOS ESTABELECIDOS NA RD 005/2015;17;GSAN;Evolutiva;0
19874;Comando BRK;17;GSAN;Atendimento;0
19875;Query para extração de volume consumido (Novo balanço hídrico) contrato Olinda;17;GSAN;Atendimento;0
19876;Query TC. Auditoria Externa Nova solicitação;17;GSAN;Atendimento;0
19877;CORREÇÃO DE UMA ORDEM DE SERVIÇO NO SISTEMA SIC;28;SIC - Sist. Integrados Compesa;Correções;0
19878;Relatório Travel (Consulta Travel por Cód.Despesa);3;Alpha;Atendimento;0
19880;57 - GERAR FATURA CLIENTE RESPONSAVEL;17;GSAN;Atendimento;0
19881;ENRIQUECIMENTO DO CADASTRO COMERCIAL, A PARTIR DOS CADASTRO IMOBILIÁRIO DA PCR;17;GSAN;Atendimento;0
19882;o sistema gerou uma nota fiscal de reajuste automaticamente para contrato CT.PS.16.3.185.;3;Alpha;Atendimento;0
19884;Correção da estrutura tarifária contida no site da Compesa;17;GSAN;Corretiva;0
19885;Revisão do plano de Projeto de Gerenciamento do Projeto de Modernização do GSAN;67;Gerencial GSC;Atendimento;0
19886;Liberar acesso;3;Alpha;Atendimento;0
19887;Informações de Cliente Auto Leitura;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19888;Solicitação de informações sobre consumo de água;38;BI Desenvolvimento;Atendimento;0
19891;[COMERCIAL] Adicionar filtro de Comando;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19892;Suporte a usuário;3;Alpha;Atendimento;0
19893;Criar login no ALPHA;3;Alpha;Atendimento;0
19894;Erro imóvel - adesão a RD 12;17;GSAN;Atendimento;0
19895;Atendimento a usuáruo_Módulo de Contratos;3;Alpha;Atendimento;0
19896;Verificar valores em duplicidade no Resumo do Faturamento;61;SIG - Sistema Informações Gerenciais;Atendimento;0
19897;Ausência de retenções nos Pagamentos importados do Alpha;3;Alpha;Atendimento;0
19898;Alteração de conta movimento;3;Alpha;Atendimento;0
19899;Resposta TCE :: OFÍCIO Nº 23 2018 TC DCE (OF - 1207401 - 1 - A1;3;Alpha;Atendimento;0
19900;Consulta número imóvel;17;GSAN;Corretiva;0
19901;teste;17;GSAN;Atendimento;0
19902;Ajuste na Ferramenta da GGR;13;JUSCOMPESA;Atendimento;0
19903;Inclusão de usuários no grupo GGR;13;JUSCOMPESA;Atendimento;0
19904;Vincular Chave de Acesso ao IDNF;3;Alpha;Atendimento;0
19905;suporte a usuário;3;Alpha;Atendimento;0
19906;resetar senha;3;Alpha;Atendimento;0
19907;IMOVEL NÃO ESTA SAINDO NA ROTA DE LEITURA;17;GSAN;Atendimento;0
19908;Atualizar planilha de clientes compesa;38;BI Desenvolvimento;Atendimento;0
19909;Avisos válidos;17;GSAN;Atendimento;0
19910;Envio de serviços para unidades CIFRA;17;GSAN;Atendimento;0
19912;TARIFA SOCIAL :: ANÁLISE DE PERMISSÃO ESPECIAL INDEVIDA;17;GSAN;Atendimento;0
19913;Imóveis em Processo Judicial;17;GSAN;Atendimento;0
19914;Erro ao carregar documentos do contrato 264.374-81;28;SIC - Sist. Integrados Compesa;Correções;0
19915;Parecer Técnico Financeiro para o Projeto de Modernização do GSAN;17;GSAN;Atendimento;0
19916;Query - Debito Estado até 02/2018;17;GSAN;Atendimento;0
19917;[COMERCIAL] Converter Relatório de Dívida na Visão BI;38;BI Desenvolvimento;Evoluções e Novos Projetos;0
19918;Troca senha;3;Alpha;Atendimento;0
19919;Habilitar usuário no ALPHA;3;Alpha;Atendimento;0
19920;criar usuário no alpha;3;Alpha;Atendimento;0
19921;Incluir e-mail no Cadastro do Cliente;17;GSAN;Atendimento;0
19922;Orientação sobre implantação de Multas;3;Alpha;Atendimento;0
19924;Plano de Aplicação - Requisição para Solicitação (ERRO);3;Alpha;Atendimento;0
19925;Melhorias no módulo SIC do Escritório do PAC - inclusão de indicadores;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19926;Melhorias no módulo SIC do Escritório do PAC;28;SIC - Sist. Integrados Compesa;Evoluções e Novos Projetos;0
19927;Divergencia de valor da Medição e das Notas;3;Alpha;Atendimento;0
19928;Divergencia entre Boletim e Nota Fiscal;3;Alpha;Atendimento;0
19929;Liberção de Login ao servidor TS;3;Alpha;Atendimento;0
19930;Criação de Login e Senha do ALPHA;3;Alpha;Atendimento;0
19932;RECADASTRAMENTO TARIFA SOCIAL :: GNRs RUSSAS, AGRESTE MERIDIONAL E SERTÃO CENTRAL;17;GSAN;Evolutiva;0
